t,exercise,source,raw,smoothed,confidence,face_x,face_y,face_w,face_h,face_conf,face_area,orientation,pose_nose_y,pose_shoulder_y,pose_hip_y,pose_conf,event,phase,armed,rep_count,state,low,high,pose_shoulder_w,luma_mean,luma_center,depth_near,depth_center,depth_valid
8.9002,squat,face,0.006321,0.007979,0.860085,0.368381,0.460270,0.059631,0.106010,0.860085,0.006321,2,0.519877,0.486469,0.284157,0.810547,,peaked,1,2,debug,0.006000,0.012000,0.287581,0.596987,0.670035,0.655000,1.605000,1.000000
8.9335,squat,face,0.005590,0.007262,0.807678,0.364852,0.462726,0.056074,0.099688,0.807678,0.005590,2,0.518714,0.483172,0.285534,0.823730,,peaked,1,2,debug,0.006000,0.012000,0.266318,0.593785,0.669409,0.655000,1.615000,1.000000
8.9668,squat,face,0.005537,0.006745,0.833561,0.360604,0.468662,0.055808,0.099214,0.833561,0.005537,2,0.519223,0.479423,0.300347,0.797363,,peaked,1,2,debug,0.006000,0.012000,0.266519,0.590895,0.667788,,,
9.0002,squat,face,0.005117,0.006256,0.841142,0.357743,0.468326,0.053649,0.095376,0.841142,0.005117,2,0.514828,0.479046,0.297244,0.837891,,peaked,1,2,debug,0.006000,0.012000,0.257086,0.587033,0.667147,0.655000,1.625000,1.000000
9.0335,squat,face,0.005588,0.006056,0.767377,0.351850,0.460011,0.056063,0.099668,0.767377,0.005588,2,0.515189,0.472584,0.223515,0.835449,,peaked,1,2,debug,0.006000,0.012000,0.248593,0.583081,0.666669,0.655000,1.625000,1.000000
9.0668,squat,face,0.005524,0.005896,0.817592,0.346870,0.467786,0.055743,0.099099,0.817592,0.005524,2,0.515218,0.472019,0.243172,0.809082,rep,rest,1,3,debug,0.006000,0.012000,0.253742,0.578311,0.666492,,,
9.1002,squat,face,0.005341,0.005730,0.811297,0.344225,0.461887,0.054814,0.097447,0.811297,0.005341,2,0.514359,0.475062,0.252820,0.837402,,rest,1,3,debug,0.006000,0.012000,0.253062,0.575022,0.666078,0.655000,1.625000,1.000000
9.1668,squat,face,0.005327,0.005609,0.795188,0.337670,0.461402,0.054740,0.097315,0.795188,0.005327,2,0.516067,0.479925,,0.791016,,rest,1,3,debug,0.006000,0.012000,0.257375,0.570580,0.665574,0.665000,1.635000,1.000000
9.2002,squat,face,0.005271,0.005507,0.840561,0.335368,0.464155,0.054449,0.096798,0.840561,0.005271,2,0.515405,0.472374,0.200289,0.840332,,rest,1,3,debug,0.006000,0.012000,0.253556,0.570439,0.664721,0.665000,1.635000,1.000000
9.2335,squat,face,0.005572,0.005527,0.837943,0.332860,0.463802,0.055985,0.099530,0.837943,0.005572,2,0.515094,0.467904,0.187758,0.845703,,rest,1,3,debug,0.006000,0.012000,0.248961,0.569768,0.663879,,,
9.2668,squat,face,0.005132,0.005408,0.816098,0.334130,0.462893,0.053730,0.095519,0.816098,0.005132,2,0.514918,0.467197,0.414583,0.856934,,rest,1,3,debug,0.006000,0.012000,0.243198,0.568215,0.663280,0.665000,1.635000,1.000000
9.3335,squat,face,0.005571,0.005457,0.817891,0.331327,0.459937,0.055980,0.099520,0.817891,0.005571,2,0.514202,0.465940,0.212750,0.843750,,rest,1,3,debug,0.006000,0.012000,0.246311,0.566750,0.661892,,,
9.3668,squat,face,0.005465,0.005459,0.822950,0.333599,0.461960,0.055442,0.098564,0.822950,0.005465,2,0.514491,0.467900,0.200125,0.828613,,rest,1,3,debug,0.006000,0.012000,0.247098,0.566592,0.661192,0.665000,1.635000,1.000000
9.4002,squat,face,0.005672,0.005523,0.803435,0.335314,0.460239,0.056483,0.100414,0.803435,0.005672,2,0.514580,0.470971,0.419825,0.819824,,rest,1,3,debug,0.006000,0.012000,0.245957,0.566560,0.660625,0.665000,1.635000,1.000000
9.4335,squat,face,0.005378,0.005480,0.741817,0.338881,0.459102,0.055002,0.097782,0.741817,0.005378,2,0.515357,0.472323,0.199435,0.853027,,rest,1,3,debug,0.006000,0.012000,0.249782,0.566831,0.659743,0.665000,1.635000,1.000000
9.5002,squat,face,0.005491,0.005483,0.834732,0.346296,0.464358,0.055574,0.098798,0.834732,0.005491,2,0.514411,0.473713,0.200538,0.802734,,rest,1,3,debug,0.006000,0.012000,0.256647,0.568950,0.656850,,,
9.5335,squat,face,0.005957,0.005625,0.778119,0.349989,0.458249,0.057887,0.102910,0.778119,0.005957,2,0.515658,0.477767,0.219636,0.845215,,rest,1,3,debug,0.006000,0.012000,0.268773,0.570680,0.655044,0.665000,1.645000,1.000000
9.5668,squat,face,0.005830,0.005687,0.839980,0.354560,0.462586,0.057265,0.101805,0.839980,0.005830,2,0.515605,0.477073,,0.847168,,rest,1,3,debug,0.006000,0.012000,0.266452,0.572676,0.652824,0.665000,1.645000,1.000000
9.6002,squat,face,0.005842,0.005733,0.861220,0.359894,0.465602,0.057325,0.101911,0.861220,0.005842,2,0.520667,0.477300,,0.792969,,rest,1,3,debug,0.006000,0.012000,0.267939,0.575695,0.652609,0.665000,1.645000,1.000000
9.6668,squat,face,0.006296,0.005902,0.886366,0.369560,0.465706,0.059511,0.105798,0.886366,0.006296,2,0.527302,0.486521,0.300087,0.783203,,rest,1,3,debug,0.006000,0.012000,0.285698,0.580825,0.646078,,,
9.7002,squat,face,0.006667,0.006131,0.881117,0.370171,0.466815,0.061237,0.108865,0.881117,0.006667,2,0.531003,0.484784,0.269181,0.848633,,leaving,1,3,debug,0.006000,0.012000,0.283624,0.580309,0.642844,0.665000,1.645000,1.000000
9.7335,squat,face,0.006808,0.006334,0.870244,0.378240,0.465493,0.061881,0.110010,0.870244,0.006808,2,0.531477,0.490793,0.270726,0.862305,,leaving,1,3,debug,0.006000,0.012000,0.303913,0.579298,0.638824,0.665000,1.645000,1.000000
9.7668,squat,face,0.007669,0.006735,0.893772,0.380984,0.466215,0.065679,0.116762,0.893772,0.007669,2,0.533711,0.503304,0.305340,0.820801,,leaving,1,3,debug,0.006000,0.012000,0.331689,0.578370,0.634679,0.665000,1.645000,1.000000
9.8002,squat,face,0.008161,0.007162,0.806165,0.384295,0.464798,0.067752,0.120448,0.806165,0.008161,2,0.535672,0.502251,0.499456,0.832031,,leaving,1,3,debug,0.006000,0.012000,0.353067,0.577170,0.632705,0.675000,1.645000,1.000000
9.8335,squat,face,0.009343,0.007817,0.847503,0.388230,0.462584,0.072496,0.128881,0.847503,0.009343,2,0.538924,0.508553,0.334266,0.759766,,leaving,1,3,debug,0.006000,0.012000,0.341685,0.574077,0.626356,,,
9.8668,squat,face,0.010785,0.008707,0.852386,0.389613,0.459749,0.077887,0.138466,0.852386,0.010785,2,0.540720,0.507157,0.653500,0.736328,,leaving,1,3,debug,0.006000,0.012000,0.359732,0.570011,0.622766,0.685000,1.645000,1.000000
9.9335,squat,face,0.012433,0.009825,0.869682,0.392837,0.466059,0.083628,0.148673,0.869682,0.012433,2,0.542197,0.523029,,0.820312,,leaving,1,3,debug,0.006000,0.012000,0.420362,0.557501,0.610249,,,
9.9668,squat,face,0.013967,0.011067,0.894318,0.393091,0.462779,0.088636,0.157574,0.894318,0.013967,2,0.543801,0.530411,,0.809570,,leaving,1,3,debug,0.006000,0.012000,0.454569,0.550595,0.606222,0.695000,1.625000,1.000000
10.0002,squat,face,0.015580,0.012421,0.900575,0.391355,0.461863,0.093614,0.166425,0.900575,0.015580,2,0.548809,0.530840,,0.784668,,peaked,1,3,debug,0.006000,0.012000,0.462218,0.544739,0.603712,0.685000,1.625000,1.000000
10.0335,squat,face,0.017735,0.014015,0.900033,0.387854,0.456913,0.099879,0.177562,0.900033,0.017735,2,0.555847,0.534213,,0.758301,,peaked,1,3,debug,0.006000,0.012000,0.481685,0.540736,0.601361,0.665000,1.605000,1.000000
10.0668,squat,face,0.019592,0.015688,0.888017,0.387318,0.456752,0.104979,0.186629,0.888017,0.019592,2,0.559148,0.533640,,0.738770,,peaked,1,3,debug,0.006000,0.012000,0.486561,0.537918,0.599011,,,
10.1002,squat,face,0.021001,0.017282,0.869121,0.384415,0.455955,0.108687,0.193221,0.869121,0.021001,2,0.559901,0.527224,,0.715820,,peaked,1,3,debug,0.006000,0.012000,0.527814,0.537807,0.597051,0.645000,1.595000,1.000000
10.1669,squat,face,0.025859,0.019855,0.883054,0.374311,0.449684,0.120605,0.214408,0.883054,0.025859,2,0.559783,0.510400,,0.646973,,peaked,1,3,debug,0.006000,0.012000,0.589668,0.539374,0.590479,,,
10.2002,squat,face,0.026973,0.021990,0.912157,0.371364,0.450641,0.123176,0.218979,0.912157,0.026973,2,0.563331,0.513914,,0.643555,,peaked,1,3,debug,0.006000,0.012000,0.586524,0.540299,0.590217,0.635000,1.575000,1.000000
10.2335,squat,face,0.029475,0.024236,0.918559,0.367836,0.443807,0.128762,0.228911,0.918559,0.029475,2,0.563027,0.522213,,0.687988,,peaked,1,3,debug,0.006000,0.012000,0.574628,0.541694,0.590939,0.625000,1.565000,1.000000
10.2669,squat,face,0.030627,0.026153,0.919621,0.365236,0.439393,0.131254,0.233341,0.919621,0.030627,2,0.566240,0.518509,,0.759766,,peaked,1,3,debug,0.006000,0.012000,0.595194,0.544402,0.592861,0.615000,1.545000,1.000000
10.3335,squat,face,0.029914,0.027281,0.912693,0.365840,0.439627,0.129718,0.230609,0.912693,0.029914,2,0.561887,0.510988,,0.729980,,peaked,1,3,debug,0.006000,0.012000,0.578328,0.550146,0.600251,,,
10.3669,squat,face,0.027496,0.027346,0.910014,0.369538,0.448234,0.124364,0.221091,0.910014,0.027496,2,,,,,,peaked,1,3,debug,0.006000,0.012000,,0.553884,0.608040,0.605000,1.545000,1.000000
10.4002,squat,face,0.026119,0.026978,0.876115,0.373462,0.441496,0.121210,0.215485,0.876115,0.026119,2,0.556069,0.519142,,0.662598,,peaked,1,3,debug,0.006000,0.012000,0.557118,0.558328,0.615791,0.595000,1.545000,1.000000
10.4335,squat,face,0.023829,0.026033,0.855531,0.379356,0.445779,0.115775,0.205823,0.855531,0.023829,2,0.561281,0.510459,,0.716309,,peaked,1,3,debug,0.006000,0.012000,0.580362,0.562914,0.622926,0.595000,1.565000,1.000000
10.5002,squat,face,0.017516,0.023478,0.891036,0.386180,0.463927,0.099262,0.176465,0.891036,0.017516,2,0.558998,0.528755,,0.696289,,peaked,1,3,debug,0.006000,0.012000,0.515990,0.572346,0.642829,,,
10.5335,squat,face,0.014912,0.020908,0.886641,0.394168,0.466715,0.091587,0.162822,0.886641,0.014912,2,0.562578,0.523027,,0.725098,,peaked,1,3,debug,0.006000,0.012000,0.490498,0.576737,0.650182,0.595000,1.575000,1.000000
10.6002,squat,face,0.010336,0.017737,0.873324,0.400377,0.478967,0.076249,0.135554,0.873324,0.010336,2,0.568149,0.521618,,0.774902,,peaked,1,3,debug,0.006000,0.012000,0.457525,0.589686,0.662819,,,
10.6335,squat,face,0.007538,0.014677,0.830039,0.399117,0.493725,0.065117,0.115764,0.830039,0.007538,2,0.573921,0.514434,,0.815918,,peaked,1,3,debug,0.006000,0.012000,0.434517,0.596328,0.667788,0.605000,1.595000,1.000000
10.6669,squat,face,0.007825,0.012622,0.854675,0.396443,0.502134,0.066346,0.117949,0.854675,0.007825,2,0.575994,0.501011,,0.816406,,peaked,1,3,debug,0.006000,0.012000,0.383801,0.601624,0.670927,0.615000,1.585000,1.000000
10.7002,squat,face,0.006111,0.010668,0.852100,0.401527,0.510879,0.058629,0.104229,0.852100,0.006111,2,0.581299,0.486749,,0.678223,,peaked,1,3,debug,0.006000,0.012000,0.343644,0.606471,0.674159,0.625000,1.585000,1.000000
10.7335,squat,face,0.005278,0.009051,0.864615,0.394258,0.516964,0.054487,0.096865,0.864615,0.005278,2,0.590892,0.490599,0.318290,0.696777,,peaked,1,3,debug,0.006000,0.012000,0.336419,0.608668,0.673899,,,
10.7669,squat,face,0.005327,0.007934,0.781250,0.389917,0.525470,0.054740,0.097316,0.781250,0.005327,2,0.602110,0.494578,0.307746,0.741211,,peaked,1,3,debug,0.006000,0.012000,0.327149,0.608331,0.673916,0.635000,1.595000,1.000000
10.8002,squat,face,0.004498,0.006903,0.769601,0.387149,0.536636,0.050300,0.089422,0.769601,0.004498,2,0.601536,0.487504,0.288346,0.708496,,peaked,1,3,debug,0.006000,0.012000,0.322731,0.606828,0.672787,0.635000,1.595000,1.000000
10.8335,squat,face,0.004073,0.006054,0.718410,0.381499,0.550013,0.047863,0.085090,0.718410,0.004073,2,0.608034,0.486264,0.482902,0.777832,,peaked,1,3,debug,0.006000,0.012000,0.317450,0.603808,0.670680,,,
10.8669,squat,face,0.003476,0.005281,0.719768,0.377185,0.543927,0.044220,0.078613,0.719768,0.003476,2,0.613913,0.489130,0.302603,0.746094,rep,rest,1,4,debug,0.006000,0.012000,0.319024,0.601504,0.670633,0.645000,1.605000,1.000000
10.9002,squat,face,0.003401,0.004717,0.690689,0.369390,0.551371,0.043739,0.077759,0.690689,0.003401,2,0.613844,0.336314,0.344893,0.818359,,rest,1,4,debug,0.006000,0.012000,0.007042,0.597817,0.667457,,,
10.9335,squat,face,0.003427,0.004330,0.742804,0.362874,0.548329,0.043903,0.078049,0.742804,0.003427,2,0.617003,0.480794,0.259855,0.717773,,rest,1,4,debug,0.006000,0.012000,0.278938,0.595090,0.666686,0.655000,1.615000,1.000000
11.0002,squat,face,0.003202,0.003991,0.715004,0.349857,0.549567,0.042441,0.075451,0.715004,0.003202,2,0.614034,0.481717,0.264590,0.758301,,rest,1,4,debug,0.006000,0.012000,0.263429,0.590140,0.663456,,,
11.0335,squat,face,0.003263,0.003773,0.611974,0.343164,0.546010,0.042844,0.076167,0.611974,0.003263,2,0.617309,0.485767,0.266735,0.705566,,rest,1,4,debug,0.006000,0.012000,0.268778,0.588691,0.664160,0.665000,1.625000,1.000000
11.0669,squat,face,0.003286,0.003627,0.659034,0.337260,0.548307,0.042995,0.076436,0.659034,0.003286,2,0.611836,0.484461,0.263202,0.732422,,rest,1,4,debug,0.006000,0.012000,0.261006,0.585587,0.662603,0.665000,1.625000,1.000000
11.1002,squat,face,0.002926,0.003417,0.583798,0.336791,0.544144,0.040570,0.072125,0.583798,0.002926,2,0.614988,0.481134,0.249070,0.700684,,rest,1,4,debug,0.006000,0.012000,0.253535,0.583420,0.662786,0.665000,1.625000,1.000000
11.1335,squat,face,0.003151,0.003337,0.626755,0.326753,0.548776,0.042102,0.074848,0.626755,0.003151,2,0.614747,0.475873,0.246993,0.705078,,rest,1,4,debug,0.006000,0.012000,0.245208,0.580146,0.660985,0.665000,1.625000,1.000000
11.2002,squat,face,0.003250,0.003311,0.616148,0.319714,0.537619,0.042759,0.076017,0.616148,0.003250,2,0.612087,0.476699,0.239115,0.713379,,rest,1,4,debug,0.006000,0.012000,0.241863,0.576292,0.659861,,,
11.2335,squat,face,0.002906,0.003190,0.626171,0.317687,0.547350,0.040429,0.071873,0.626171,0.002906,2,0.609744,0.475294,0.242904,0.691406,,rest,1,4,debug,0.006000,0.012000,0.229872,0.574887,0.658256,0.665000,1.635000,1.000000
11.2669,squat,face,0.002950,0.003118,0.670056,0.315132,0.544853,0.040737,0.072420,0.670056,0.002950,2,0.608143,0.488957,0.243361,0.731934,,rest,1,4,debug,0.006000,0.012000,0.257015,0.573007,0.658137,0.665000,1.635000,1.000000
11.3002,squat,face,0.002929,0.003061,0.660514,0.314621,0.538078,0.040593,0.072164,0.660514,0.002929,2,0.607933,0.472930,0.230709,0.745117,,rest,1,4,debug,0.006000,0.012000,0.227144,0.572833,0.657504,0.665000,1.645000,1.000000
11.3335,squat,face,0.002944,0.003026,0.631606,0.313803,0.536248,0.040692,0.072342,0.631606,0.002944,2,0.604344,0.484002,0.224169,0.761719,,rest,1,4,debug,0.006000,0.012000,0.248806,0.572249,0.654852,0.665000,1.645000,1.000000
11.3669,squat,face,0.002741,0.002941,0.628700,0.311739,0.539182,0.039267,0.069809,0.628700,0.002741,2,0.604928,0.471189,,0.750488,,rest,1,4,debug,0.006000,0.012000,0.211865,0.571674,0.652416,0.665000,1.645000,1.000000
11.4335,squat,face,0.002788,0.002895,0.743789,0.316351,0.537772,0.039602,0.070403,0.743789,0.002788,2,0.598734,0.468822,,0.727539,,rest,1,4,debug,0.006000,0.012000,0.228779,0.571143,0.651574,0.675000,1.655000,1.000000
11.4669,squat,face,0.002644,0.002820,0.664751,0.321521,0.540176,0.038566,0.068562,0.664751,0.002644,2,0.593769,0.473926,0.224167,0.661621,,rest,1,4,debug,0.006000,0.012000,0.235029,0.570409,0.650396,,,
11.5002,squat,face,0.002826,0.002821,0.677664,0.326676,0.528359,0.039868,0.070876,0.677664,0.002826,2,0.576106,0.477936,0.222987,0.644531,,rest,1,4,debug,0.006000,0.012000,0.240003,0.569641,0.649351,0.675000,1.655000,1.000000
11.5335,squat,face,0.003287,0.002961,0.620885,0.328008,0.516216,0.042998,0.076442,0.620885,0.003287,2,0.564959,0.484911,,0.679199,,rest,1,4,debug,0.006000,0.012000,0.256973,0.568864,0.649258,0.675000,1.655000,1.000000
11.5669,squat,face,0.003760,0.003201,0.616742,0.327269,0.499715,0.045987,0.081755,0.616742,0.003760,2,0.554894,0.486503,,0.760742,,rest,1,4,debug,0.006000,0.012000,0.258376,0.567845,0.647127,,,
